Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Mario Gerla,2018,For contributions to design and analysis of mobile wireless protocols for vehicular safety and traffic applications,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,27.209131,37.023937,5.068656,1.3315569,https://awards.acm.org/award-recipients/gerla_6390231,https://dblp.org/pid/g/MarioGerla,https://scholar.google.com/citations?user=mO3xwbwAAAAJ,
Matthew Roughan,2018,"For contributions to Internet measurement and analysis, with applications to network engineering",9,"contributions, internet, protocols, network, networks, networking",-1,1,40.041996,32.67427,5.846847,2.1569598,https://awards.acm.org/award-recipients/roughan_1189487,https://dblp.org/pid/72/6960,https://scholar.google.com/citations?user=Mnkm_NsAAAAJ,"School of Mathematical Sciences, University of Adelaide"
Aaron Hertzmann,2018,"For contributions to computer graphics, non-photorealistic rendering, computer animation, and machine learning",0,"vision, contributions, computer, graphics, image, geometry",-1,17,-45.63269,1.5029986,9.134818,6.6724105,https://awards.acm.org/award-recipients/hertzmann_4551057,https://dblp.org/pid/91/3132,https://scholar.google.com/citations?user=ZcWO2AEAAAAJ,Adobe
Bhavani Thuraisingham,2018,"For contributions to methods, tools, and systems for security and privacy of data and applications",2,"contributions, privacy, cryptography, security, systems, computer",-1,12,3.783527,-4.064329,6.707333,2.7779694,https://awards.acm.org/award-recipients/thuraisingham_2058444,https://dblp.org/pid/t/BMThuraisingham,https://scholar.google.com/citations?user=o_xUNWkAAAAJ,"Cyber Security Research and Education Institute, University of Texas at Dallas"
Gerald Tesauro,2018,"For contributions to reinforcement learning, neural networks, and intelligent autonomous agents",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-27.338175,1.403115,6.240228,6.1614437,https://awards.acm.org/award-recipients/tesauro_3484462,https://dblp.org/pid/68/2197,https://scholar.google.com/citations?user=5_UCvUgAAAAJ,IBM Research
Tom Leighton,2018,"For his leadership in the establishment of content delivery networks, and his contributions to algorithm design",9,"contributions, internet, protocols, network, networks, networking",-1,1,12.760918,20.470736,5.618516,2.8894277,https://awards.acm.org/award-recipients/leighton_3453302,https://dblp.org/pid/l/FrankThomsonLeighton,https://scholar.google.com/citations?user=wF_uDfcAAAAJ,Leibniz-Institut zur Analyse des Biodiversitätswandels
Elizabeth Belding,2018,For contributions to communication in mobile networks and their deployment in developing regions,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,28.261158,31.686373,5.1208844,1.2812346,https://awards.acm.org/award-recipients/belding_5044698,https://dblp.org/pid/b/EMBeldingRoyer,https://scholar.google.com/citations?user=3G79TTEAAAAJ,UC Santa Barbara
Ellen M Voorhees,2018,"For contributions in evaluation of information retrieval, question answering, and other language technologies",12,"contributions, learning, mining, natural, machine, data",-1,0,-29.479618,-33.004093,6.840732,7.311779,https://awards.acm.org/award-recipients/voorhees_3103744,https://dblp.org/pid/60/3753,,
Fei-Fei Li,2018,For contributions in building large knowledge bases for machine learning and visual understanding,12,"contributions, learning, mining, natural, machine, data",-1,17,-47.53984,-10.822503,8.945207,7.1283307,https://awards.acm.org/award-recipients/li_4289668,https://dblp.org/pid/79/2528,https://scholar.google.com/citations?user=rDfyQnIAAAAJ,"Professor of Computer Science, Stanford University"
Frank Mueller,2018,"For contributions to the predictability of real-time systems, resilience in high-performance computing, and multi-threading techniques",8,"contributions, design, memory, computer, architecture, systems",-1,2,35.614193,9.898635,3.9402976,2.9322755,https://awards.acm.org/award-recipients/mueller_3510757,https://dblp.org/pid/157/0077,https://scholar.google.com/citations?user=-EhNbmcAAAAJ,"Professor of Oceanography, College of Marine Science, University of South Florida"
Gul Agha,2018,"For research in concurrent programming and formal methods, specifically the Actor Model",4,"programming, contributions, languages, language, program, compilers",-1,18,14.681821,-1.2584232,3.0961947,5.3268557,https://awards.acm.org/award-recipients/agha_2268985,https://dblp.org/pid/a/GulAAgha,https://scholar.google.com/citations?user=orHlhhQAAAAJ,"Professor of Computer Science, University of Illinois at Urbana-Champaign and CEO …"
Gurudatta Parulkar,2018,For contributions to improving the Internet architecture and open source software,9,"contributions, internet, protocols, network, networks, networking",-1,19,31.946358,18.879982,5.8480954,2.4831889,https://awards.acm.org/award-recipients/parulkar_2949303,https://dblp.org/pid/50/4579,,
Huan Liu,2018,For contributions in feature selection for data mining and knowledge discovery and in social computing,12,"contributions, learning, mining, natural, machine, data",-1,10,-36.111935,-27.858376,6.5804315,6.6911116,https://awards.acm.org/award-recipients/liu_3081791,https://dblp.org/pid/226/0686,https://scholar.google.com/citations?user=Dzf46C8AAAAJ,"Regents Professor of CSE, Arizona State University"
Jan Camenisch,2018,For contributions to privacy-enhancing cryptographic protocols and leadership in their practical realization,2,"contributions, privacy, cryptography, security, systems, computer",-1,14,4.8268704,-7.7693715,6.7430925,3.4437814,https://awards.acm.org/award-recipients/camenisch_6375022,https://dblp.org/pid/c/JanCamenisch,https://scholar.google.com/citations?user=T6esJiIAAAAJ,DFINITY
Jessica K Hodgins,2018,"For contributions to character animation, human simulation, and humanoid robotics.",0,"vision, contributions, computer, graphics, image, geometry",-1,5,-40.351357,5.0431743,8.470475,6.4255376,https://awards.acm.org/award-recipients/hodgins_3953155,https://dblp.org/pid/75/3852,,
Jiebo Luo,2018,For contributions to multimedia content analysis and social multimedia informatics,12,"contributions, learning, mining, natural, machine, data",-1,15,-20.756895,16.516302,5.9305696,7.0772343,https://awards.acm.org/award-recipients/luo_4262591,https://dblp.org/pid/25/5545,https://scholar.google.com/citations?user=CcbnBvgAAAAJ,"Albert Arendt Hopeman Professor of Engineering, University of Rochester"
Johan H stad,2018,"For contributions in circuit complexity, approximability and inapproximability, and foundations of pseudorandomness",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-15.029523,-14.182489,6.9895573,4.2778063,https://awards.acm.org/award-recipients/h%25C3%25A5stad_3245750,,https://scholar.google.com/citations?user=n0QrdEMAAAAJ,"Professor i teoretisk datalogi, KTH"
Juan E Gilbert,2018,For contributions to broadening participation in computing and to accessible voting technologies,10,"human, interaction, contributions, computer, computing, design",-1,18,-31.760162,22.440699,5.3623705,7.770242,https://awards.acm.org/award-recipients/gilbert_4661013,https://dblp.org/pid/01/6747,https://scholar.google.com/citations?user=FKbHXRUAAAAJ,University of Florida
Katy Borner,2018,For contributions to methods and tools that enable users to render data into actionable insights,12,"contributions, learning, mining, natural, machine, data",-1,7,-42.677456,10.678816,4.4533186,6.038261,https://awards.acm.org/award-recipients/borner_9001082,https://dblp.org/pid/b/KatyBorner,https://scholar.google.com/citations?user=YirSp_cAAAAJ,"Victor H. Yngve Distinguished Professor of Engineering and Information Science, Indiana …"
Krste Asanovic,2018,"For contributions to computer architecture, including the open RISC-V instruction set and Agile hardware development",8,"contributions, design, memory, computer, architecture, systems",-1,9,43.517513,1.2367983,2.8610375,3.0826502,https://awards.acm.org/award-recipients/asanovic_3737731,https://dblp.org/pid/a/KrsteAsanovic,https://scholar.google.com/citations?user=e4I7ihkAAAAJ,UC Berkeley
Lili Qiu,2018,For contributions to the design and analysis of wireless network protocols and mobile systems,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,28.346199,33.090084,5.3705544,1.4098258,https://awards.acm.org/award-recipients/qiu_0655423,https://dblp.org/pid/54/4031,https://scholar.google.com/citations?user=16posrQAAAAJ,"NAI Fellow, ACM Fellow, IEEE Fellow, Professor, Dept. of Computer Science, The University …"
Lillian Lee,2018,"For contributions to natural language processing, sentiment analysis, and computational social science",12,"contributions, learning, mining, natural, machine, data",-1,16,-33.860752,-33.736904,7.0476713,7.6210113,https://awards.acm.org/award-recipients/lee_5392887,https://dblp.org/pid/l/LillianLee,https://scholar.google.com/citations?user=oJESe-cAAAAJ,"Professor of Computer Science, Cornell University. Pls see my homepg for data+updates+ …"
Michael Littman,2018,For contributions to the design and analysis of sequential decision making algorithms in artificial intelligence,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,10,-18.495743,1.1378288,6.232792,5.8800073,https://awards.acm.org/award-recipients/littman_5691718,https://dblp.org/pid/181/2369,https://scholar.google.com/citations?user=iRMZ2hoAAAAJ,Brown University
Mohammad T. Hajiaghayi,2018,For contributions to the fields of algorithmic graph theory and algorithmic game theory,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,3,-25.088663,-5.1552043,6.582022,4.976234,https://awards.acm.org/award-recipients/hajiaghayi_7113843,https://dblp.org/pid/334/4488,,
N Asokan,2018,"For contributions to systems security and privacy, especially of mobile systems",2,"contributions, privacy, cryptography, security, systems, computer",-1,12,6.1137047,-2.7455723,6.6205363,2.533268,https://awards.acm.org/award-recipients/asokan_4672457,https://dblp.org/pid/255/1899,https://scholar.google.com/citations?user=0MqQ8AgAAAAJ,"Professor of Computer Science, University of Waterloo"
Paul Barham,2018,For contributions to the design of operating systems and scalable distributed information processing systems,7,"contributions, parallel, distributed, computing, systems, performance",0,1,25.38339,15.666616,4.9282427,3.4654093,https://awards.acm.org/award-recipients/barham_CR73674,https://dblp.org/pid/b/PaulBarham,https://scholar.google.com/citations?user=q34R9psAAAAJ,Google
Peter L Bartlett,2018,For contributions to the theory of machine learning,12,"contributions, learning, mining, natural, machine, data",-1,10,-30.920593,-22.890827,6.5790653,6.27603,https://awards.acm.org/award-recipients/bartlett_5155502,https://dblp.org/pid/68/4020,,
Premkumar T Devanbu,2018,For contributions to using software data and meta-data to improve software tools and processes,3,"software, contributions, engineering, testing, community, analysis",-1,7,16.516912,-13.938496,1.8997699,6.150532,https://awards.acm.org/award-recipients/devanbu_UJ34070,https://dblp.org/pid/d/PremkumarTDevanbu,,
Charles Lee Isbell,2018,For contributions to interactive machine learning; and for contributions to increasing access and diversity in computing,12,"contributions, learning, mining, natural, machine, data",-1,10,-28.789795,-17.229465,6.508402,5.6542287,https://awards.acm.org/award-recipients/isbell_8161655,https://dblp.org/pid/i/LCIsbell,,
John Hughes,2018,For contributions to software testing and functional programming.,4,"programming, contributions, languages, language, program, compilers",-1,18,23.478184,-14.342935,1.6219696,5.4305396,https://awards.acm.org/award-recipients/hughes_UJ36548,https://dblp.org/pid/h/JohnHughes,https://scholar.google.com/citations?user=6tPdlYAAAAAJ,"Peter O'Donnell Jr. Chair in Computational and Applied Mathematics, University of Texas at …"
Amit Sahai,2018,For contributions to cryptography and to the development of indistinguishability obfuscation,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,-0.1402072,-6.8585234,6.9889874,3.3301778,https://awards.acm.org/award-recipients/sahai_4570016,https://dblp.org/pid/s/AmitSahai,https://scholar.google.com/citations?user=gqB23VMAAAAJ,Symantec Chair Professor of Computer Science; Professor of Mathematics (by courtesy) …
David Basin,2018,For contributions to Information Security and Formal Methods,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,8.814345,-13.783744,6.4695673,2.7368333,https://awards.acm.org/award-recipients/basin_8763042,https://dblp.org/pid/b/DavidABasin,https://scholar.google.com/citations?user=-BA-kHYAAAAJ,"Professor of Computer Science, ETH Zurich"
